Date,humidity,precipitation,pressure,temperature,co,so2,pm25,pm10,o3,no2,aqi_co,aqi_so2,aqi_pm25,aqi_pm10,aqi_o3_1,aqi_no2,AQI_total
2019-01-01,71.9,1.0,996.1,13.0,1.7600000000000002,0.009300000000000001,341.0,354.0,0.0040999999999999995,0.029,20,14,391,200,0,0,391
2019-01-02,75.7,405.3,996.5,13.8,1.99,0.0087,383.0,405.0,0.0045000000000000005,0.0319,23,13,422,273,0,0,422
2019-01-03,79.0,0.5,997.5,13.0,1.85,0.0070999999999999995,410.0,421.0,0.0043,0.028800000000000003,21,10,440,296,0,0,440
2019-01-04,81.7,34.4,996.5,12.3,1.5,0.006500000000000001,289.0,220.0,0.0038,0.023600000000000003,17,10,339,133,0,0,339
2019-01-05,70.3,44.7,994.3,13.9,1.56,0.0076,304.0,266.0,0.0053,0.0253,18,11,354,156,0,0,354
2019-01-06,76.9,0.5,994.3,14.0,1.1400000000000001,0.006900000000000001,212.0,141.0,0.0054,0.0227,13,10,262,94,0,0,262
2019-01-07,82.0,,996.2,13.0,1.1800000000000002,0.0076,231.0,159.0,0.0036000000000000003,0.0225,13,11,281,103,0,0,281
2019-01-08,78.2,,993.6,13.3,1.08,0.007200000000000001,203.0,141.0,0.0040999999999999995,0.0209,12,11,253,94,0,0,253
2019-01-09,67.2,,993.1,13.8,1.02,0.0075,200.0,141.0,0.0058,0.0205,12,11,250,94,0,0,250
2019-01-10,71.0,,993.2,12.8,1.1300000000000001,0.0089,219.0,153.0,0.005,0.0246,13,13,269,100,0,0,269
2019-01-11,75.8,,994.9,13.1,1.99,0.0096,317.0,282.0,0.0036000000000000003,0.033,23,14,367,164,0,0,367
2019-01-12,72.4,,994.0,14.7,2.2600000000000002,0.008400000000000001,354.0,365.0,0.0036000000000000003,0.0378,26,12,403,215,0,0,403
2019-01-13,71.2,,996.0,16.0,1.7000000000000002,0.0088,307.0,246.0,0.0050999999999999995,0.0299,19,13,357,146,0,0,357
2019-01-14,54.7,,995.7,13.0,0.8800000000000001,0.0075,169.0,105.0,0.0063,0.0181,10,11,219,76,0,0,219
2019-01-15,62.5,,994.6,11.2,0.9800000000000001,0.0086,185.0,122.0,0.0068,0.0216,11,13,235,84,0,0,235
2019-01-16,69.8,,994.9,12.8,1.9000000000000001,0.0095,298.0,270.0,0.0037,0.0338,22,14,348,158,0,0,348
2019-01-17,70.5,,993.8,14.0,2.23,0.0096,383.0,404.0,0.0038,0.032600000000000004,25,14,422,271,0,0,422
2019-01-18,76.2,,994.2,12.7,1.52,0.0074,286.0,230.0,0.0026000000000000003,0.0267,17,11,336,138,0,0,336
2019-01-19,69.1,,993.8,14.7,1.6100000000000003,0.0086,310.0,295.0,0.0031000000000000003,0.0298,18,13,360,171,0,0,360
2019-01-20,67.5,,993.1,18.0,2.9000000000000004,0.010199999999999999,340.0,401.0,0.0058,0.038,33,15,390,267,0,0,390
2019-01-21,73.4,0.5,990.7,17.0,1.1800000000000002,0.0078,199.0,175.0,0.006200000000000001,0.024800000000000003,13,11,249,111,0,0,249
2019-01-22,90.1,0.5,991.6,14.6,0.82,0.0053,144.0,59.0,0.007200000000000001,0.0171,9,8,196,53,0,0,196
2019-01-23,88.8,,994.5,13.7,1.29,0.0070999999999999995,183.0,120.0,0.0038,0.019100000000000002,15,10,233,83,0,0,233
2019-01-24,77.0,,996.6,15.3,1.02,0.0076,183.0,128.0,0.0060999999999999995,0.02,12,11,233,87,0,0,233
2019-01-25,75.5,0.5,996.6,13.6,0.71,0.006900000000000001,158.0,83.0,0.0079,0.0181,8,10,208,65,0,0,208
2019-01-26,64.8,,999.0,12.5,0.75,0.0073,175.0,109.0,0.0076,0.0174,9,11,225,78,0,0,225
2019-01-27,64.2,,998.8,11.4,0.8400000000000001,0.0079,188.0,127.0,0.0064,0.0193,10,12,238,87,0,0,238
2019-01-28,58.0,,998.5,12.3,0.8400000000000001,0.0077,185.0,122.0,0.0068,0.0209,10,11,235,84,0,0,235
2019-01-29,58.7,,997.0,12.9,0.9199999999999999,0.0088,191.0,132.0,0.0066,0.0219,10,13,241,89,0,0,241
2019-01-30,59.6,,995.7,14.0,1.1800000000000002,0.011800000000000001,251.0,183.0,0.0045000000000000005,0.027100000000000003,13,17,301,115,0,0,301
2019-01-31,59.9,,994.6,15.4,1.22,0.009000000000000001,218.0,174.0,0.005900000000000001,0.027899999999999998,14,13,268,110,0,0,268
2019-02-01,71.8,,995.2,14.9,1.11,0.008,222.0,157.0,0.007,0.0223,13,12,272,102,0,0,272
2019-02-02,91.8,,995.6,12.0,0.9199999999999999,0.0053,232.0,156.0,0.0063,0.0152,10,8,282,101,0,0,282
2019-02-03,93.0,,996.7,12.5,0.8900000000000001,0.005200000000000001,187.0,123.0,0.0060999999999999995,0.0143,10,8,237,85,0,0,237
2019-02-04,83.7,,997.4,13.2,1.16,0.0064,189.0,134.0,0.0038,0.0209,13,9,239,90,0,0,239
2019-02-05,76.0,,995.1,17.6,2.08,0.010199999999999999,279.0,292.0,0.0063,0.0307,24,15,329,169,0,0,329
2019-02-06,82.0,,990.0,19.1,1.25,0.0078,217.0,159.0,0.0056,0.0234,14,11,267,103,0,0,267
2019-02-07,89.7,0.7,988.2,16.8,0.71,0.0054,154.0,71.0,0.0086,0.0129,8,8,204,59,0,0,204
2019-02-08,71.6,,993.7,14.0,0.75,0.0060999999999999995,154.0,98.0,0.0055,0.0172,9,9,204,72,0,0,204
2019-02-09,67.3,,995.8,14.0,0.68,0.0063,160.0,96.0,0.0074,0.0162,8,9,210,71,0,0,210
2019-02-10,70.5,,996.9,15.0,1.02,0.008199999999999999,193.0,150.0,0.0044,0.0229,12,12,243,98,0,0,243
2019-02-11,72.5,,997.5,15.5,1.31,0.0087,211.0,175.0,0.004200000000000001,0.0263,15,13,261,111,0,0,261
2019-02-12,73.5,,997.6,17.0,1.52,0.0103,249.0,200.0,0.0044,0.031,17,15,299,123,0,0,299
2019-02-13,70.2,,997.3,18.8,1.4800000000000002,0.0088,246.0,190.0,0.0045000000000000005,0.0307,17,13,296,118,0,0,296
2019-02-14,79.9,0.5,992.4,17.0,1.09,0.0066,201.0,137.0,0.007200000000000001,0.0247,12,10,251,92,0,0,251
2019-02-15,81.0,,992.7,16.7,0.91,0.006500000000000001,184.0,117.0,0.0055,0.0193,10,10,234,82,0,0,234
2019-02-16,88.2,,994.2,14.9,0.82,0.0056,182.0,112.0,0.0060999999999999995,0.0152,9,8,232,79,0,0,232
2019-02-17,78.0,,991.7,15.9,0.82,0.0066,170.0,107.0,0.0058,0.0178,9,10,220,77,0,0,220
2019-02-18,64.5,0.5,988.4,19.2,0.96,0.0078,174.0,123.0,0.0057,0.0272,11,11,224,85,0,0,224
2019-02-19,80.0,,991.2,18.5,1.09,0.0075,180.0,127.0,0.0045000000000000005,0.0238,12,11,230,87,0,0,230
2019-02-20,79.2,0.5,994.6,18.2,1.03,0.0075,161.0,99.0,0.004,0.0242,12,11,211,73,0,0,211
2019-02-21,68.0,,993.3,21.7,0.8900000000000001,0.0086,154.0,104.0,0.0064,0.0211,10,13,204,75,0,0,204
2019-02-22,71.2,,993.7,18.8,0.7400000000000001,0.0060999999999999995,157.0,87.0,0.0073,0.0135,8,9,207,67,0,0,207
2019-02-23,59.6,,992.3,17.0,0.6400000000000001,0.0070999999999999995,139.0,78.0,0.0125,0.0145,7,10,193,62,0,0,193
2019-02-24,59.2,,989.5,17.1,0.73,0.0088,164.0,99.0,0.0085,0.0195,8,13,214,73,0,0,214
2019-02-25,66.2,0.6,989.1,16.5,0.8900000000000001,0.0083,168.0,112.0,0.0081,0.0242,10,12,218,79,0,0,218
2019-02-26,62.0,,990.6,16.6,0.75,0.008199999999999999,151.0,83.0,0.0111,0.0209,9,12,201,65,0,0,201
2019-02-27,73.5,,1010.0,16.0,0.55,0.006500000000000001,132.0,69.0,0.0070999999999999995,0.014,6,10,189,58,0,0,189
2019-02-28,68.4,,1015.0,18.0,0.65,0.0078,166.0,109.0,0.0050999999999999995,0.0184,7,11,216,78,0,0,216
2019-03-01,56.9,,992.0,19.0,0.91,0.0087,167.0,109.0,0.006500000000000001,0.0229,10,13,217,78,0,0,217
2019-03-02,77.1,0.5,992.7,15.9,1.1800000000000002,0.0092,174.0,114.0,0.004200000000000001,0.0314,13,14,224,80,0,0,224
2019-03-03,83.7,0.5,990.0,17.9,0.82,0.007,152.0,67.0,0.0073,0.0185,9,10,202,57,0,0,202
2019-03-04,74.6,,987.2,20.4,0.91,0.0076,163.0,98.0,0.0095,0.0165,10,11,213,72,0,0,213
2019-03-05,72.5,,988.2,17.1,0.7000000000000001,0.0075,154.0,82.0,0.0073,0.0162,8,11,204,64,0,0,204
2019-03-06,66.0,,989.1,19.0,0.77,0.0078,165.0,105.0,0.0053,0.0192,9,11,215,76,0,0,215
2019-03-07,54.8,,989.1,20.7,1.0,0.0081,169.0,121.0,0.005900000000000001,0.0223,11,12,219,84,0,0,219
2019-03-08,56.2,,990.5,20.9,0.9500000000000001,0.0088,167.0,120.0,0.005200000000000001,0.024100000000000003,11,13,217,83,0,0,217
2019-03-09,52.5,,990.9,20.5,0.76,0.0089,159.0,103.0,0.0068,0.02,9,13,209,75,0,0,209
2019-03-10,48.5,,991.2,19.7,0.7000000000000001,0.0087,158.0,100.0,0.0089,0.0205,8,13,208,73,0,0,208
2019-03-11,49.9,1.0,990.7,22.5,0.91,0.0088,162.0,126.0,0.009300000000000001,0.0247,10,13,212,86,0,0,212
2019-03-12,50.8,,992.5,21.3,0.73,0.007200000000000001,149.0,87.0,0.008199999999999999,0.0176,8,11,199,67,0,0,199
2019-03-13,53.5,,992.9,19.4,0.9300000000000002,0.011,163.0,135.0,0.0066,0.026600000000000002,11,16,213,91,0,0,213
2019-03-14,65.8,,993.7,17.8,1.05,0.008,180.0,137.0,0.0048,0.0219,12,12,230,92,0,0,230
2019-03-15,62.5,,994.9,19.8,0.77,0.0074,156.0,92.0,0.006900000000000001,0.0181,9,11,206,69,0,0,206
2019-03-16,53.0,,993.5,20.5,0.71,0.008,154.0,91.0,0.011800000000000001,0.0172,8,12,204,69,0,0,204
2019-03-17,51.2,,991.6,21.5,0.82,0.0089,163.0,112.0,0.0075,0.0202,9,13,213,79,0,0,213
2019-03-18,52.0,,991.1,22.5,0.8900000000000001,0.0092,166.0,117.0,0.0075,0.0219,10,14,216,82,0,0,216
2019-03-19,46.2,,988.3,24.3,0.97,0.01,174.0,131.0,0.0057,0.0242,11,15,224,89,0,0,224
2019-03-20,44.0,,986.5,26.8,1.02,0.0096,166.0,136.0,0.0085,0.0224,12,14,216,91,0,0,216
2019-03-21,46.4,,989.8,25.5,1.0,0.0091,177.0,113.0,0.0114,0.0146,11,13,227,80,0,0,227
2019-03-22,40.3,,991.3,23.5,0.58,0.0074,99.0,83.0,0.0162,0.0123,7,11,170,65,0,0,170
2019-03-23,42.5,,990.7,24.5,0.66,0.008199999999999999,135.0,92.0,0.0173,0.0158,8,12,191,69,0,0,191
2019-03-24,45.8,,989.5,24.1,0.73,0.0085,127.0,87.0,0.013000000000000001,0.0147,8,12,186,67,0,0,186
2019-03-25,53.3,,989.8,22.5,0.8,0.009300000000000001,153.0,97.0,0.0074,0.0152,9,14,203,72,0,0,203
2019-03-26,48.4,,990.7,24.4,0.8400000000000001,0.0094,158.0,106.0,0.008,0.0175,10,14,208,76,0,0,208
2019-03-27,45.5,,991.2,25.0,0.8,0.0094,158.0,109.0,0.010199999999999999,0.0209,9,14,208,78,0,0,208
2019-03-28,43.8,,989.9,27.5,1.29,0.011,174.0,144.0,0.005900000000000001,0.0267,15,16,224,95,0,0,224
2019-03-29,49.3,,986.9,28.4,1.31,0.0099,175.0,145.0,0.006200000000000001,0.027100000000000003,15,15,225,96,0,0,225
2019-03-30,42.5,,985.7,29.8,1.2000000000000002,0.0108,171.0,142.0,0.0089,0.024399999999999998,14,16,221,94,0,0,221
2019-03-31,34.3,,986.5,27.8,0.75,0.0089,151.0,111.0,0.0145,0.0167,9,13,201,79,0,0,201
2019-04-01,34.2,,986.9,27.7,0.7000000000000001,0.0088,119.0,104.0,0.0175,0.0159,8,13,182,75,0,0,182
2019-04-02,34.8,,987.5,27.5,0.9800000000000001,0.0107,161.0,124.0,0.009800000000000001,0.024100000000000003,11,16,211,85,0,0,211
2019-04-03,37.0,,986.2,27.5,0.9300000000000002,0.0089,161.0,122.0,0.009300000000000001,0.023,11,13,211,84,0,0,211
2019-04-04,37.8,,987.3,29.7,1.32,0.0129,181.0,158.0,0.0126,0.0286,15,19,231,102,0,0,231
2019-04-05,36.7,,986.1,30.2,1.52,0.0125,181.0,156.0,0.0054,0.029500000000000002,17,18,231,101,0,0,231
2019-04-06,35.9,,985.7,30.6,1.11,0.0103,171.0,183.0,0.0081,0.0227,13,15,221,115,0,0,221
2019-04-07,51.2,0.5,984.8,29.4,1.1800000000000002,0.0089,196.0,192.0,0.0123,0.0179,13,13,246,119,0,0,246
2019-04-08,47.9,,985.2,27.5,0.8900000000000001,0.0074,160.0,167.0,0.0109,0.02,10,11,210,107,0,0,210
2019-04-09,45.0,,984.7,28.5,1.03,0.0107,160.0,127.0,0.0097,0.0219,12,16,210,87,0,0,210
2019-04-10,34.0,,986.1,31.2,1.21,0.0089,164.0,140.0,0.010400000000000001,0.0242,14,13,214,93,0,0,214
2019-04-11,31.1,,985.8,31.0,0.91,0.01,155.0,122.0,0.0099,0.0207,10,15,205,84,0,0,205
2019-04-12,35.9,,986.5,30.0,0.78,0.009300000000000001,151.0,129.0,0.015,0.015300000000000001,9,14,201,88,0,0,201
2019-04-13,33.0,,986.6,30.7,0.78,0.0094,137.0,115.0,0.013000000000000001,0.0176,9,14,192,81,0,0,192
2019-04-15,30.7,,984.9,31.5,0.78,0.009000000000000001,124.0,112.0,0.012,0.0157,9,13,185,79,0,0,185
2019-04-16,51.5,0.5,988.0,25.7,0.71,0.005900000000000001,102.0,86.0,0.016,0.0135,8,9,172,66,0,0,172
2019-04-17,60.7,0.5,989.2,22.6,0.6400000000000001,0.0048,68.0,53.0,0.0157,0.0115,7,7,152,49,0,0,152
2019-04-18,47.5,,989.8,26.2,0.73,0.006900000000000001,95.0,64.0,0.014400000000000001,0.0134,8,10,168,55,0,0,168
2019-04-19,40.6,,987.1,27.2,0.9,0.008400000000000001,154.0,99.0,0.010199999999999999,0.0185,10,12,204,73,0,0,204
2019-04-20,37.2,,984.8,28.8,0.9500000000000001,0.0094,161.0,116.0,0.0094,0.0223,11,14,211,81,0,0,211
2019-04-21,32.5,,983.1,30.8,1.25,0.0094,163.0,123.0,0.0094,0.026000000000000002,14,14,213,85,0,0,213
2019-04-22,33.0,,983.0,31.3,1.4100000000000001,0.0116,173.0,152.0,0.0103,0.026000000000000002,16,17,223,99,0,0,223
2019-04-23,32.6,,983.7,33.0,1.29,0.0106,171.0,163.0,0.0106,0.0264,15,16,221,105,0,0,221
2019-04-24,38.3,,985.2,33.0,1.0,0.0091,166.0,155.0,0.018000000000000002,0.020800000000000003,11,13,216,101,0,0,216
2019-04-25,39.0,,985.0,31.9,0.9800000000000001,0.0085,166.0,164.0,0.0207,0.0166,11,12,216,105,0,0,216
2019-04-26,25.4,,984.5,32.8,1.02,0.0101,160.0,143.0,0.0089,0.0219,12,15,210,95,0,0,210
2019-04-27,20.3,,983.9,33.5,0.76,0.0086,157.0,178.0,0.0143,0.0165,9,13,207,112,0,0,207
2019-04-28,18.2,,982.5,33.0,0.73,0.0089,157.0,167.0,0.0159,0.0166,8,13,207,107,0,0,207
2019-04-29,19.0,,982.0,32.6,0.8500000000000001,0.009800000000000001,160.0,154.0,0.0119,0.0219,10,14,210,100,0,0,210
2019-04-30,22.5,,981.9,32.0,1.16,0.014,174.0,178.0,0.008400000000000001,0.0308,13,21,224,112,0,0,224
2019-05-01,27.4,,979.1,32.5,1.1300000000000001,0.0125,180.0,193.0,0.0151,0.0249,13,18,230,120,0,0,230
2019-05-02,31.5,,980.9,30.7,0.8500000000000001,0.0085,158.0,170.0,0.0219,0.0155,10,12,208,108,0,0,208
2019-05-03,38.5,1.2,982.8,28.5,0.82,0.0083,117.0,93.0,0.0237,0.0152,9,12,181,70,0,0,181
2019-05-04,19.4,,984.4,30.8,0.91,0.0091,157.0,126.0,0.014,0.0229,10,13,207,86,0,0,207
2019-05-05,19.1,,984.6,30.3,1.0,0.0108,173.0,153.0,0.014400000000000001,0.0216,11,16,223,100,0,0,223
2019-05-06,18.0,,982.4,31.5,1.31,0.0103,177.0,175.0,0.0085,0.0289,15,15,227,111,0,0,227
2019-05-07,19.8,,980.6,32.0,1.32,0.009000000000000001,180.0,242.0,0.0063,0.0316,15,13,230,144,0,0,230
2019-05-08,20.1,,980.6,33.3,1.4100000000000001,0.0099,183.0,283.0,0.008199999999999999,0.029500000000000002,16,15,233,165,0,0,233
2019-05-09,21.8,,980.0,33.6,1.16,0.0097,183.0,308.0,0.007200000000000001,0.0205,13,14,233,177,0,0,233
2019-05-10,20.0,,981.1,32.8,0.78,0.0078,162.0,182.0,0.0137,0.0147,9,11,212,114,0,0,212
2019-05-11,29.0,,983.2,32.5,0.91,0.009300000000000001,168.0,161.0,0.0214,0.0165,10,14,218,104,0,0,218
2019-05-12,30.2,,983.3,31.5,0.91,0.008,203.0,255.0,0.0183,0.0128,10,12,253,151,0,0,253
2019-05-13,33.6,0.5,981.9,30.7,1.2000000000000002,0.013000000000000001,199.0,195.0,0.0187,0.021,14,19,249,121,0,0,249
2019-05-14,40.1,,982.5,29.8,0.73,0.0066,132.0,81.0,0.0197,0.0135,8,10,189,64,0,0,189
2019-05-15,48.8,0.5,984.0,28.4,1.09,0.0089,161.0,121.0,0.0099,0.0252,12,13,211,84,0,0,211
2019-05-16,44.1,,984.7,29.1,0.9500000000000001,0.0068,154.0,115.0,0.0119,0.0194,11,10,204,81,0,0,204
2019-05-17,53.5,0.5,984.5,27.0,0.8500000000000001,0.006500000000000001,165.0,154.0,0.011,0.0174,10,10,215,100,0,0,215
2019-05-18,57.3,,984.5,27.8,0.67,0.0053,109.0,71.0,0.011,0.013800000000000002,8,8,176,59,0,0,176
2019-05-19,37.0,,984.3,30.0,0.82,0.0075,158.0,104.0,0.0166,0.0166,9,11,208,75,0,0,208
2019-05-20,30.4,,984.8,32.3,0.9800000000000001,0.008400000000000001,164.0,130.0,0.0117,0.0261,11,12,214,88,0,0,214
2019-05-21,29.4,,983.6,33.0,0.86,0.0083,159.0,122.0,0.013800000000000002,0.0211,10,12,209,84,0,0,209
2019-05-22,36.9,,982.2,31.9,0.9199999999999999,0.0076,152.0,123.0,0.0076,0.0209,10,11,202,85,0,0,202
2019-05-23,38.3,0.5,981.7,30.4,1.09,0.0106,168.0,144.0,0.0085,0.0237,12,16,218,95,0,0,218
2019-05-24,52.0,0.5,983.4,29.5,0.8900000000000001,0.0064,109.0,80.0,0.0070999999999999995,0.0165,10,9,176,63,0,0,176
2019-05-25,34.6,,982.6,31.5,0.76,0.006500000000000001,109.0,82.0,0.0178,0.0134,9,10,176,64,0,0,176
2019-05-26,29.0,,980.9,32.5,0.78,0.0077,139.0,88.0,0.0209,0.0156,9,11,193,67,0,0,193
2019-05-27,22.1,,980.7,33.9,0.9900000000000001,0.0076,151.0,106.0,0.015300000000000001,0.0212,11,11,201,76,0,0,201
2019-05-28,19.0,,980.5,34.0,0.9800000000000001,0.0085,144.0,109.0,0.0156,0.0232,11,12,196,78,0,0,196
2019-05-29,22.0,,979.2,33.7,1.03,0.0101,157.0,120.0,0.0156,0.0246,12,15,207,83,0,0,207
2019-05-30,20.0,,978.0,34.9,1.27,0.0092,165.0,140.0,0.0083,0.029500000000000002,14,14,215,93,0,0,215
2019-05-31,21.7,,977.8,34.9,0.91,0.0099,162.0,200.0,0.0128,0.0202,10,15,212,123,0,0,212
2019-06-01,31.4,,978.3,35.7,1.17,0.01,169.0,172.0,0.0158,0.023100000000000002,13,15,219,109,0,0,219
2019-06-02,45.0,,978.3,35.1,0.9199999999999999,0.0068,158.0,137.0,0.0157,0.012,10,10,208,92,0,0,208
2019-06-03,41.5,,978.9,33.8,0.8500000000000001,0.0057,154.0,170.0,0.0182,0.0121,10,8,204,108,0,0,204
2019-06-04,42.5,,979.4,33.8,0.91,0.0066,129.0,109.0,0.0233,0.0125,10,10,188,78,0,0,188
2019-06-05,35.5,,978.6,35.3,1.02,0.0077,157.0,125.0,0.0177,0.0162,12,11,207,86,0,0,207
2019-06-06,34.0,,979.1,34.0,1.0,0.0073,156.0,139.0,0.0206,0.0177,11,11,206,93,0,0,206
2019-06-07,42.0,,981.4,33.5,0.91,0.007200000000000001,142.0,106.0,0.0246,0.0131,10,11,195,76,0,0,195
2019-06-08,29.8,,980.9,34.5,1.04,0.0070999999999999995,157.0,113.0,0.0155,0.0189,12,10,207,80,0,0,207
2019-06-09,28.0,,978.2,35.1,1.36,0.0094,171.0,149.0,0.0132,0.0251,15,14,221,98,0,0,221
2019-06-10,22.1,,975.3,36.8,1.1800000000000002,0.0079,158.0,136.0,0.014400000000000001,0.025,13,12,208,91,0,0,208
2019-06-11,21.1,,975.2,37.1,1.0,0.006500000000000001,173.0,272.0,0.0097,0.0193,11,10,223,159,0,0,223
2019-06-12,35.0,,978.3,33.6,0.71,0.006,127.0,133.0,0.0219,0.0119,8,9,186,90,0,0,186
2019-06-13,36.0,,978.5,35.0,0.76,0.006200000000000001,132.0,118.0,0.0158,0.0155,9,9,189,82,0,0,189
2019-06-14,25.2,,977.4,34.4,0.73,0.0063,127.0,119.0,0.0159,0.0131,8,9,186,83,0,0,186
2019-06-15,24.2,,976.0,35.8,0.8900000000000001,0.008,161.0,168.0,0.0184,0.0187,10,12,211,107,0,0,211
2019-06-16,48.2,,977.2,31.2,0.65,0.0050999999999999995,100.0,90.0,0.0166,0.008199999999999999,7,7,171,68,0,0,171
2019-06-17,45.0,0.5,977.0,30.8,0.76,0.0058,102.0,90.0,0.0132,0.0112,9,9,172,68,0,0,172
2019-06-18,59.6,0.5,979.0,27.4,0.8,0.0045000000000000005,78.0,56.0,0.019100000000000002,0.0112,9,7,158,51,0,0,158
2019-06-19,50.5,,978.0,30.4,0.9300000000000002,0.006900000000000001,163.0,140.0,0.0125,0.0177,11,10,213,93,0,0,213
2019-06-20,47.5,,978.9,31.2,0.82,0.0053,112.0,85.0,0.0217,0.013800000000000002,9,8,178,66,0,0,178
2019-06-21,45.8,0.2,978.8,33.0,1.04,0.0066,157.0,118.0,0.0166,0.019,12,10,207,82,0,0,207
2019-06-22,36.6,,978.6,34.5,1.0,0.0083,152.0,110.0,0.0219,0.018000000000000002,11,12,202,78,0,0,202
2019-06-23,50.4,,978.8,33.0,0.82,0.0055,107.0,82.0,0.0183,0.0092,9,8,175,64,0,0,175
2019-06-24,62.0,,980.4,30.1,0.77,0.0055,72.0,66.0,0.010400000000000001,0.0096,9,8,155,56,0,0,155
2019-06-25,53.3,,979.7,32.8,0.91,0.006500000000000001,137.0,83.0,0.0117,0.0128,10,10,192,65,0,0,192
2019-06-26,43.0,,977.2,35.0,0.9800000000000001,0.0068,152.0,102.0,0.0131,0.015300000000000001,11,10,202,74,0,0,202
2019-06-27,40.0,,975.1,34.0,0.9800000000000001,0.0063,151.0,134.0,0.0131,0.0171,11,9,201,90,0,0,201
2019-06-28,37.5,,974.2,34.4,0.8400000000000001,0.006500000000000001,145.0,149.0,0.0101,0.016,10,10,197,98,0,0,197
2019-06-29,34.4,,973.6,36.1,0.71,0.0057,144.0,161.0,0.011300000000000001,0.0135,8,8,196,104,0,0,196
2019-06-30,35.5,,973.8,36.0,0.82,0.0058,153.0,164.0,0.0125,0.013900000000000001,9,9,203,105,0,0,203
2019-07-01,38.7,,975.9,34.5,0.7000000000000001,0.006500000000000001,153.0,129.0,0.0173,0.013000000000000001,8,10,203,88,0,0,203
2019-07-02,45.1,,976.1,34.8,0.8500000000000001,0.005900000000000001,158.0,147.0,0.0234,0.0116,10,9,208,97,0,0,208
2019-07-03,51.8,,976.4,34.1,0.82,0.0048,107.0,84.0,0.0105,0.0105,9,7,175,65,0,0,175
2019-07-04,67.1,0.5,975.3,31.0,0.9300000000000002,0.0048,95.0,69.0,0.0060999999999999995,0.013000000000000001,11,7,168,58,0,0,168
2019-07-05,77.4,1.0,973.7,29.2,1.03,0.0056,127.0,75.0,0.0040999999999999995,0.0155,12,8,186,61,0,0,186
2019-07-06,64.2,0.2,972.4,31.5,0.8400000000000001,0.005200000000000001,89.0,63.0,0.0070999999999999995,0.0137,10,8,165,55,0,0,165
2019-07-07,64.7,,972.9,31.5,0.86,0.0050999999999999995,102.0,66.0,0.009800000000000001,0.0131,10,7,172,56,0,0,172
2019-07-08,62.3,0.5,973.2,32.0,0.9400000000000001,0.005200000000000001,137.0,97.0,0.0075,0.015,11,8,192,72,0,0,192
2019-07-09,70.0,0.7,973.3,30.5,0.8400000000000001,0.0048,117.0,85.0,0.006,0.0132,10,7,181,66,0,0,181
2019-07-10,58.7,2.2,972.6,33.0,0.82,0.005200000000000001,156.0,115.0,0.0056,0.0126,9,8,206,81,0,0,206
2019-07-11,51.4,,972.9,33.4,0.79,0.004900000000000001,160.0,213.0,0.005900000000000001,0.010400000000000001,9,7,210,130,0,0,210
2019-07-12,51.5,,975.3,33.5,0.8,0.0047,157.0,197.0,0.0046,0.010199999999999999,9,7,207,122,0,0,207
2019-07-13,47.5,,975.5,33.5,0.77,0.0047,154.0,178.0,0.007200000000000001,0.0083,9,7,204,112,0,0,204
2019-07-14,51.7,,974.8,32.5,0.73,0.005,152.0,164.0,0.0074,0.0095,8,7,202,105,0,0,202
2019-07-15,75.8,0.5,974.9,27.6,0.9300000000000002,0.0050999999999999995,91.0,68.0,0.008199999999999999,0.011300000000000001,11,7,166,57,0,0,166
2019-07-16,78.5,1.0,978.5,27.5,0.82,0.004900000000000001,85.0,60.0,0.0092,0.011300000000000001,9,7,162,53,0,0,162
2019-07-17,83.2,0.6,979.1,27.2,0.8900000000000001,0.0044,85.0,55.0,0.0087,0.012199999999999999,10,6,162,51,0,0,162
2019-07-18,85.2,0.5,978.9,27.0,1.07,0.0046,87.0,55.0,0.008199999999999999,0.0155,12,7,163,51,0,0,163
2019-07-19,68.0,,978.9,31.0,1.1500000000000001,0.0048,152.0,101.0,0.011,0.0166,13,7,202,74,0,0,202
2019-07-20,78.1,1.0,979.6,29.7,0.9500000000000001,0.0045000000000000005,127.0,82.0,0.006500000000000001,0.016300000000000002,11,7,186,64,0,0,186
2019-07-21,81.0,1.3,979.3,28.6,0.9400000000000001,0.0043,124.0,73.0,0.0076,0.013000000000000001,11,6,185,60,0,0,185
2019-07-22,76.5,2.7,978.1,30.2,1.07,0.0047,151.0,82.0,0.0079,0.0135,12,7,201,64,0,0,201
2019-07-23,67.5,,976.9,32.2,1.1800000000000002,0.0047,155.0,96.0,0.010400000000000001,0.015,13,7,205,71,0,0,205
2019-07-24,72.0,0.5,975.2,30.7,1.0,0.0046,155.0,103.0,0.008400000000000001,0.0145,11,7,205,75,0,0,205
2019-07-25,83.8,,977.0,28.0,0.76,0.0043,65.0,52.0,0.006200000000000001,0.0131,9,6,149,48,0,0,149
2019-07-26,90.5,0.5,975.6,27.5,0.8,0.0043,85.0,51.0,0.0076,0.0127,9,6,162,47,0,0,162
2019-07-27,93.1,0.5,975.3,27.4,0.78,0.0044,71.0,36.0,0.007200000000000001,0.010199999999999999,9,6,154,33,0,0,154
2019-07-28,82.0,0.5,977.1,29.1,0.6400000000000001,0.0044,61.0,39.0,0.007,0.0087,7,6,141,36,0,0,141
2019-07-29,71.6,,978.6,30.4,0.7000000000000001,0.0045000000000000005,65.0,51.0,0.0077,0.009300000000000001,8,7,149,47,0,0,149
