Date,humidity,precipitation,pressure,temperature,wind-speed,co,so2,pm25,pm10,o3,no2,aqi_co,aqi_so2,aqi_pm25,aqi_pm10,aqi_o3_1,aqi_no2,AQI_total
2019-07-09,64.6,,1009.1,20.5,0.8,0.34,0.0015,30.0,11.0,0.0216,0.010199999999999999,4,2,80,10,0,0,80
2019-07-10,59.5,,1011.5,21.6,1.3,0.22999999999999998,0.0015,30.0,10.0,0.0224,0.009300000000000001,3,2,80,9,0,0,80
2019-07-11,64.6,,1013.0,20.9,0.6,0.34,0.0029,42.0,13.0,0.0233,0.013900000000000001,4,4,104,12,0,0,104
2019-07-12,79.0,,1005.1,21.4,0.5,0.34,0.0015,30.0,10.0,0.0192,0.0149,4,2,80,9,0,0,80
2019-07-13,68.5,,1003.0,24.4,1.3,0.45,0.0029,57.0,22.0,0.0224,0.0195,5,4,133,20,0,0,133
2019-07-14,83.5,,1001.9,22.1,0.5,0.34,0.0015,21.0,9.0,0.0361,0.0075,4,2,62,8,0,0,62
2019-07-15,76.5,,1006.5,22.4,1.3,0.22999999999999998,0.0015,21.0,9.0,0.02,0.0056,3,2,62,8,0,0,62
2019-07-16,83.0,,1011.0,21.5,0.3,0.22999999999999998,0.0015,21.0,9.0,0.0121,0.0121,3,2,62,8,0,0,62
2019-07-17,75.8,,1012.4,24.3,1.1,0.34,0.0029,46.0,16.0,0.016800000000000002,0.0158,4,4,112,15,0,0,112
2019-07-18,74.0,,1012.0,26.1,0.8,0.34,0.0029,50.0,20.0,0.016800000000000002,0.0149,4,4,120,19,0,0,120
2019-07-19,72.3,,1010.0,26.9,1.1,0.22999999999999998,0.0029,30.0,12.0,0.0112,0.010199999999999999,3,4,80,11,0,0,80
2019-07-20,70.5,,1013.2,27.2,0.7,0.34,0.0043,53.0,24.0,0.0152,0.0167,4,6,126,22,0,0,126
2019-07-21,78.5,,1013.1,25.5,1.0,0.34,0.0043,57.0,28.0,0.0145,0.0121,4,6,133,26,0,0,133
2019-07-22,82.5,,1009.7,23.3,0.5,0.22999999999999998,0.0029,53.0,22.0,0.0096,0.013900000000000001,3,4,126,20,0,0,126
2019-07-23,77.0,,1004.3,25.5,1.2,0.22999999999999998,0.0029,34.0,15.0,0.0073,0.013900000000000001,3,4,87,14,0,0,87
2019-07-24,66.4,,1005.0,28.1,1.7,0.22999999999999998,0.0029,34.0,15.0,0.016,0.013000000000000001,3,4,87,14,0,0,87
2019-07-25,60.5,,1008.0,28.8,3.5,0.34,0.0029,59.0,30.0,0.016800000000000002,0.0121,4,4,137,28,0,0,137
2019-07-26,74.0,,1010.1,27.9,4.9,0.22999999999999998,0.0029,25.0,11.0,0.008,0.006500000000000001,3,4,70,10,0,0,70
2019-07-27,76.0,,1008.0,28.6,5.0,0.22999999999999998,0.0029,34.0,22.0,0.0088,0.0056,3,4,87,20,0,0,87
2019-07-28,64.5,,1009.0,28.3,2.7,0.22999999999999998,0.0043,72.0,43.0,0.0136,0.0075,3,6,155,40,0,0,155
2019-07-29,56.0,,1009.0,26.8,5.8,0.22999999999999998,0.0029,65.0,34.0,0.0145,0.0121,3,4,149,31,0,0,149
2019-07-30,67.0,,1009.0,30.2,3.0,0.22999999999999998,0.0029,59.0,31.0,0.016,0.013000000000000001,3,4,137,29,0,0,137
2019-07-31,76.0,,1011.1,29.3,2.0,0.34,0.0029,61.0,34.0,0.016800000000000002,0.0149,4,4,141,31,0,0,141
2019-08-01,59.5,,1010.0,30.8,1.5,0.34,0.0029,68.0,41.0,0.0264,0.0158,4,4,152,38,0,0,152
2019-08-02,72.0,,1009.9,29.4,3.3,0.34,0.0029,65.0,40.0,0.02,0.013000000000000001,4,4,149,37,0,0,149
2019-08-03,39.0,,1009.0,29.7,2.0,0.22999999999999998,0.0043,50.0,22.0,0.0136,0.0112,3,6,120,20,0,0,120
2019-08-04,40.5,,1010.0,30.0,1.8,0.22999999999999998,0.0029,34.0,15.0,0.0112,0.0075,3,4,87,14,0,0,87
2019-08-05,33.0,,1010.3,31.0,2.1,0.22999999999999998,0.0029,25.0,12.0,0.0064,0.008400000000000001,3,4,70,11,0,0,70
2019-08-06,63.0,,1009.4,30.8,2.0,0.22999999999999998,0.0029,30.0,16.0,0.0056,0.006500000000000001,3,4,80,15,0,0,80
2019-08-07,60.7,,1008.5,30.5,2.5,0.22999999999999998,0.0029,30.0,17.0,0.0073,0.009300000000000001,3,4,80,16,0,0,80
2019-08-08,65.6,,1007.5,30.7,2.6,0.22999999999999998,0.0029,38.0,20.0,0.010400000000000001,0.0112,3,4,95,19,0,0,95
2019-08-09,35.3,,1006.0,30.0,2.0,0.22999999999999998,0.0029,38.0,19.0,0.010400000000000001,0.010199999999999999,3,4,95,18,0,0,95
2019-08-10,68.0,,1007.0,30.5,1.5,0.22999999999999998,0.0029,38.0,17.0,0.010400000000000001,0.008400000000000001,3,4,95,16,0,0,95
2019-08-11,33.5,,1006.4,30.0,2.5,0.22999999999999998,0.0029,38.0,17.0,0.0136,0.0075,3,4,95,16,0,0,95
2019-08-12,39.8,,1006.3,30.2,2.1,0.22999999999999998,0.0029,42.0,23.0,0.010400000000000001,0.0075,3,4,104,21,0,0,104
2019-08-13,79.0,,1004.2,29.1,1.3,0.22999999999999998,0.0029,34.0,21.0,0.0073,0.0075,3,4,87,19,0,0,87
2019-08-14,66.1,,1004.0,29.6,2.0,0.22999999999999998,0.0029,46.0,32.0,0.008,0.006500000000000001,3,4,112,30,0,0,112
2019-08-15,40.3,,1000.6,28.8,5.0,0.22999999999999998,0.0015,55.0,40.0,0.0136,0.0047,3,2,130,37,0,0,130
2019-08-16,34.3,,995.0,28.8,5.2,0.34,0.0015,70.0,46.0,0.0312,0.0038,4,2,154,43,0,0,154
2019-08-17,36.0,,999.0,30.7,2.0,0.45,0.0029,65.0,34.0,0.032799999999999996,0.0075,5,4,149,31,0,0,149
2019-08-18,38.0,,1004.4,31.0,1.4,0.45,0.0029,70.0,35.0,0.0304,0.008400000000000001,5,4,154,32,0,0,154
2019-08-19,38.8,,1009.0,28.8,1.5,0.34,0.0015,74.0,42.0,0.024800000000000003,0.008400000000000001,4,2,156,39,0,0,156
2019-08-20,71.8,,1009.0,27.0,1.0,0.34,0.0029,50.0,25.0,0.0192,0.0121,4,4,120,23,0,0,120
2019-08-21,74.0,,1007.8,28.8,1.0,0.34,0.0029,34.0,15.0,0.0176,0.013900000000000001,4,4,87,14,0,0,87
2019-08-22,77.0,,1008.0,28.0,1.0,0.34,0.0029,42.0,17.0,0.024100000000000003,0.0112,4,4,104,16,0,0,104
2019-08-23,76.6,,1004.0,27.7,1.0,0.34,0.0015,38.0,20.0,0.010400000000000001,0.0149,4,2,95,19,0,0,95
2019-08-24,46.6,,1005.0,28.8,1.0,0.45,0.0029,57.0,24.0,0.028100000000000003,0.0149,5,4,133,22,0,0,133
2019-08-25,64.0,,1006.7,28.8,1.0,0.34,0.0029,59.0,22.0,0.041600000000000005,0.006500000000000001,4,4,137,20,0,0,137
2019-08-26,75.0,,1009.3,26.6,1.0,0.34,0.0029,50.0,19.0,0.0312,0.0112,4,4,120,18,0,0,120
2019-08-27,75.0,,1010.8,27.5,1.0,0.34,0.0029,53.0,20.0,0.0289,0.0112,4,4,126,19,0,0,126
2019-08-28,85.4,,1004.1,26.0,1.0,0.34,0.0015,34.0,18.0,0.010400000000000001,0.009300000000000001,4,2,87,17,0,0,87
2019-08-29,70.0,,1003.0,28.3,1.3,0.34,0.0015,53.0,24.0,0.0112,0.010199999999999999,4,2,126,22,0,0,126
2019-08-30,78.3,,1003.9,26.6,1.8,0.22999999999999998,0.0015,34.0,18.0,0.0056,0.0112,3,2,87,17,0,0,87
2019-08-31,67.1,,1011.1,27.6,1.2,0.34,0.0029,50.0,20.0,0.020800000000000003,0.013000000000000001,4,4,120,19,0,0,120
2019-09-01,64.0,,1016.0,28.0,1.1,0.34,0.0029,59.0,26.0,0.032799999999999996,0.008400000000000001,4,4,137,24,0,0,137
2019-09-02,70.0,,1016.4,28.8,1.0,0.34,0.0029,63.0,29.0,0.02,0.013000000000000001,4,4,145,27,0,0,145
2019-09-03,78.5,,1017.0,26.6,1.5,0.34,0.0015,55.0,27.0,0.020800000000000003,0.0112,4,2,130,25,0,0,130
2019-09-04,78.5,,1019.4,24.3,1.4,0.34,0.0015,34.0,13.0,0.024800000000000003,0.010199999999999999,4,2,87,12,0,0,87
2019-09-05,71.5,,1018.0,26.6,1.1,0.34,0.0029,55.0,22.0,0.0256,0.013900000000000001,4,4,130,20,0,0,130
2019-09-06,68.5,,1017.0,28.8,2.6,0.34,0.0029,55.0,21.0,0.010400000000000001,0.0149,4,4,130,19,0,0,130
2019-09-07,70.0,,1015.0,29.6,1.6,0.22999999999999998,0.0029,30.0,12.0,0.008,0.009300000000000001,3,4,80,11,0,0,80
2019-09-08,77.5,,1010.4,29.0,3.5,0.22999999999999998,0.0029,30.0,19.0,0.0073,0.006500000000000001,3,4,80,18,0,0,80
2019-09-09,65.8,,1003.2,30.1,3.1,0.22999999999999998,0.0029,30.0,12.0,0.0112,0.0075,3,4,80,11,0,0,80
2019-09-10,63.5,,1011.6,30.0,1.5,0.34,0.0029,55.0,22.0,0.024800000000000003,0.013000000000000001,4,4,130,20,0,0,130
2019-09-11,78.7,,1010.2,27.9,2.0,0.34,0.0029,42.0,18.0,0.0216,0.013000000000000001,4,4,104,17,0,0,104
2019-09-12,65.0,,1010.8,25.0,3.9,0.22999999999999998,0.0015,25.0,10.0,0.0264,0.009300000000000001,3,2,70,9,0,0,70
2019-09-13,65.0,,1014.7,22.4,4.5,0.34,0.0015,30.0,11.0,0.0224,0.0112,4,2,80,10,0,0,80
2019-09-14,71.8,,1013.0,22.5,4.1,0.34,0.0015,38.0,14.0,0.0192,0.0121,4,2,95,13,0,0,95
2019-09-15,67.0,,1007.0,25.5,6.1,0.34,0.0015,34.0,14.0,0.0216,0.006500000000000001,4,2,87,13,0,0,87
2019-09-16,91.0,,1000.8,23.7,6.6,0.34,0.0015,21.0,10.0,0.016800000000000002,0.006500000000000001,4,2,62,9,0,0,62
2019-09-17,74.1,,1007.1,26.5,2.1,0.34,0.0029,34.0,15.0,0.02,0.013000000000000001,4,4,87,14,0,0,87
2019-09-18,84.1,1.2,1009.8,22.5,1.6,0.22999999999999998,0.0015,30.0,12.0,0.0224,0.0121,3,2,80,11,0,0,80
2019-09-19,70.1,99.0,1011.0,22.5,1.8,0.34,0.0029,34.0,13.0,0.0216,0.013900000000000001,4,4,87,12,0,0,87
2019-09-20,58.6,,1015.0,23.8,1.8,0.22999999999999998,0.0029,38.0,14.0,0.0256,0.0121,3,4,95,13,0,0,95
2019-09-21,71.9,99.0,1020.5,22.7,1.8,0.22999999999999998,0.0029,34.0,13.0,0.024100000000000003,0.0112,3,4,87,12,0,0,87
2019-09-22,65.5,,1018.2,22.7,2.0,0.22999999999999998,0.0015,34.0,13.0,0.024800000000000003,0.006500000000000001,3,2,87,12,0,0,87
2019-09-23,78.0,,1007.0,28.0,5.3,0.22999999999999998,0.0015,30.0,16.0,0.0184,0.0047,3,2,80,15,0,0,80
2019-09-24,63.0,,1010.0,27.1,2.0,0.34,0.0029,30.0,11.0,0.02,0.0121,4,4,80,10,0,0,80
2019-09-25,58.5,,1017.4,25.1,2.0,0.22999999999999998,0.0029,25.0,10.0,0.02,0.0121,3,4,70,9,0,0,70
2019-09-26,66.1,,1025.1,23.1,1.8,0.22999999999999998,0.0029,38.0,14.0,0.024100000000000003,0.013000000000000001,3,4,95,13,0,0,95
2019-09-27,65.3,,1025.8,24.1,1.8,0.34,0.0043,53.0,18.0,0.028100000000000003,0.018600000000000002,4,6,126,17,0,0,126
2019-09-28,63.5,,1022.0,25.3,2.5,0.34,0.0029,38.0,14.0,0.024100000000000003,0.013000000000000001,4,4,95,13,0,0,95
2019-09-29,74.9,,1016.0,25.5,1.5,0.34,0.0029,38.0,15.0,0.0176,0.010199999999999999,4,4,95,14,0,0,95
2019-09-30,64.5,,1015.5,25.5,1.6,0.22999999999999998,0.0029,53.0,18.0,0.016800000000000002,0.013900000000000001,3,4,126,17,0,0,126
2019-10-01,62.5,,1018.9,25.5,1.3,0.22999999999999998,0.0029,57.0,20.0,0.0216,0.0167,3,4,133,19,0,0,133
2019-10-02,66.5,,1019.0,25.0,2.0,0.34,0.0029,68.0,27.0,0.032,0.0176,4,4,152,25,0,0,152
2019-10-03,69.3,,1013.6,25.6,3.5,0.34,0.0029,59.0,22.0,0.032,0.013900000000000001,4,4,137,20,0,0,137
2019-10-04,67.5,,1002.0,25.6,4.6,0.34,0.0015,42.0,17.0,0.032799999999999996,0.010199999999999999,4,2,104,16,0,0,104
2019-10-05,54.0,,1007.3,26.7,3.3,0.22999999999999998,0.0029,30.0,10.0,0.0312,0.009300000000000001,3,4,80,9,0,0,80
2019-10-06,77.6,,1016.0,21.4,2.5,0.22999999999999998,0.0015,13.0,11.0,0.024800000000000003,0.0047,3,2,42,10,0,0,42
2019-10-07,71.1,,1020.2,20.5,2.1,0.22999999999999998,0.0015,25.0,9.0,0.0216,0.008400000000000001,3,2,70,8,0,0,70
2019-10-08,81.0,,1008.0,21.9,1.3,0.34,0.0015,34.0,13.0,0.016800000000000002,0.0149,4,2,87,12,0,0,87
2019-10-09,46.5,,1013.6,21.5,3.1,0.22999999999999998,0.0015,25.0,9.0,0.028100000000000003,0.008400000000000001,3,2,70,8,0,0,70
2019-10-10,62.5,,1017.5,19.5,1.8,0.34,0.0015,38.0,14.0,0.024100000000000003,0.013900000000000001,4,2,95,13,0,0,95
2019-10-11,87.0,,1013.6,21.1,2.0,0.34,0.0015,38.0,15.0,0.020800000000000003,0.013900000000000001,4,2,95,14,0,0,95
2019-10-12,95.0,,998.5,23.7,5.2,0.22999999999999998,0.0015,21.0,15.0,0.016800000000000002,0.0038,3,2,62,14,0,0,62
2019-10-13,42.5,,1009.0,25.5,4.5,0.22999999999999998,0.0015,13.0,5.0,0.0264,0.0038,3,2,42,5,0,0,42
2019-10-14,68.0,,1019.5,17.2,2.2,0.22999999999999998,0.0015,38.0,15.0,0.02,0.0075,3,2,95,14,0,0,95
2019-10-15,70.6,,1019.7,18.7,1.6,0.22999999999999998,0.0015,25.0,10.0,0.02,0.010199999999999999,3,2,70,9,0,0,70
2019-10-16,63.0,,1023.8,16.6,1.6,0.22999999999999998,0.0015,30.0,10.0,0.0216,0.0121,3,2,80,9,0,0,80
2019-10-17,72.8,,1024.3,16.6,1.0,0.34,0.0015,42.0,14.0,0.016800000000000002,0.018600000000000002,4,2,104,13,0,0,104
2019-10-18,80.0,,1026.0,17.2,2.1,0.22999999999999998,0.0015,38.0,13.0,0.02,0.013000000000000001,3,2,95,12,0,0,95
2019-10-19,89.0,,1015.2,19.2,2.3,0.45,0.0029,25.0,9.0,0.0176,0.013900000000000001,5,4,70,8,0,0,70
2019-10-20,77.3,,1015.5,21.0,1.1,0.34,0.0029,34.0,11.0,0.0233,0.0121,4,4,87,10,0,0,87
2019-10-21,70.5,,1019.0,19.5,2.0,0.22999999999999998,0.0015,30.0,11.0,0.024100000000000003,0.0121,3,2,80,10,0,0,80
2019-10-22,86.8,,1012.0,16.1,5.8,0.22999999999999998,0.0015,13.0,5.0,0.0289,0.0056,3,2,42,5,0,0,42
2019-10-23,70.8,,1014.2,19.6,1.2,0.34,0.0029,21.0,8.0,0.02,0.0167,4,4,62,7,0,0,62
2019-10-24,71.1,,1022.6,19.0,1.6,0.22999999999999998,0.0015,34.0,13.0,0.024100000000000003,0.0112,3,2,87,12,0,0,87
2019-10-25,93.0,,1012.5,15.5,4.8,0.22999999999999998,0.0015,17.0,7.0,0.024100000000000003,0.009300000000000001,3,2,54,6,0,0,54
2019-10-26,71.5,,1007.5,19.8,1.0,0.45,0.0015,21.0,8.0,0.010400000000000001,0.0195,5,2,62,7,0,0,62
2019-10-27,69.0,,1011.2,18.8,1.0,0.34,0.0015,34.0,11.0,0.0184,0.010199999999999999,4,2,87,10,0,0,87
2019-10-28,61.5,,1017.3,17.8,1.8,0.34,0.0015,30.0,10.0,0.020800000000000003,0.013000000000000001,4,2,80,9,0,0,80
2019-10-29,82.8,,1015.0,15.0,1.8,0.34,0.0015,34.0,12.0,0.0121,0.020399999999999998,4,2,87,11,0,0,87
2019-10-30,74.4,,1015.7,17.6,1.0,0.5599999999999999,0.0029,57.0,20.0,0.008,0.0251,6,4,133,19,0,0,133
2019-10-31,72.6,,1017.6,18.0,1.0,0.45,0.0029,68.0,29.0,0.0136,0.024100000000000003,5,4,152,27,0,0,152
2019-11-01,54.8,,1013.9,18.5,1.0,0.45,0.0029,70.0,28.0,0.0145,0.0223,5,4,154,26,0,0,154
2019-11-02,55.0,,1019.0,16.9,1.5,0.34,0.0029,42.0,14.0,0.0233,0.013900000000000001,4,4,104,13,0,0,104
2019-11-03,70.6,,1014.5,16.6,1.3,0.34,0.0015,59.0,20.0,0.02,0.0121,4,2,137,19,0,0,137
2019-11-04,54.0,,1013.0,15.5,1.7,0.22999999999999998,0.0015,25.0,9.0,0.0264,0.008400000000000001,3,2,70,8,0,0,70
2019-11-05,52.0,,1014.0,15.0,1.0,0.34,0.0015,30.0,9.0,0.0145,0.0195,4,2,80,8,0,0,80
2019-11-06,53.8,,1013.1,15.6,0.5,0.45,0.0029,50.0,14.0,0.0073,0.0251,5,4,120,13,0,0,120
2019-11-07,58.3,,1011.0,16.2,1.6,0.34,0.0015,50.0,14.0,0.0136,0.0232,4,2,120,13,0,0,120
2019-11-08,50.5,,1014.0,15.7,2.1,0.22999999999999998,0.0015,34.0,10.0,0.028100000000000003,0.0112,3,2,87,9,0,0,87
2019-11-09,50.1,,1015.7,13.9,1.0,0.34,0.0029,38.0,11.0,0.020800000000000003,0.013000000000000001,4,4,95,10,0,0,95
2019-11-10,57.5,,1012.8,15.0,1.0,0.34,0.0029,46.0,13.0,0.0216,0.013000000000000001,4,4,112,12,0,0,112
2019-11-11,78.0,,1007.2,13.7,1.5,0.34,0.0015,50.0,15.0,0.0152,0.0176,4,2,120,14,0,0,120
2019-11-12,47.6,,1011.5,16.0,2.1,0.34,0.0015,30.0,10.0,0.0224,0.0167,4,2,80,9,0,0,80
2019-11-13,53.8,,1018.6,14.4,1.3,0.34,0.0015,46.0,13.0,0.010400000000000001,0.024100000000000003,4,2,112,12,0,0,112
2019-11-14,55.8,,1006.7,16.2,2.2,0.34,0.0015,42.0,12.0,0.0264,0.0158,4,2,104,11,0,0,104
2019-11-15,58.3,,1015.0,14.0,1.1,0.34,0.0029,25.0,8.0,0.016,0.0195,4,4,70,7,0,0,70
2019-11-16,53.0,,1014.3,14.4,0.6,0.45,0.0029,46.0,14.0,0.0088,0.026000000000000002,5,4,112,13,0,0,112
2019-11-17,48.0,,1019.9,13.7,1.7,0.34,0.0015,38.0,10.0,0.02,0.0121,4,2,95,9,0,0,95
2019-11-18,69.4,,1015.5,15.5,2.8,0.34,0.0015,42.0,13.0,0.0152,0.0158,4,2,104,12,0,0,104
2019-11-19,69.1,,1005.5,16.2,1.6,0.34,0.0015,42.0,14.0,0.02,0.0149,4,2,104,13,0,0,104
2019-11-20,43.0,,1017.0,12.0,4.3,0.22999999999999998,0.0015,13.0,4.0,0.024800000000000003,0.006500000000000001,3,2,42,4,0,0,42
2019-11-21,44.5,,1028.7,11.9,2.0,0.34,0.0015,25.0,7.0,0.0216,0.013000000000000001,4,2,70,6,0,0,70
2019-11-22,84.0,,1030.9,8.3,2.7,0.34,0.0015,46.0,11.0,0.0088,0.020399999999999998,4,2,112,10,0,0,112
2019-11-23,99.0,,1025.9,11.6,5.1,0.22999999999999998,0.0015,13.0,4.0,0.0216,0.008400000000000001,3,2,42,4,0,0,42
2019-11-24,92.0,,1016.0,17.5,1.8,0.45,0.0029,17.0,5.0,0.020800000000000003,0.0075,5,4,54,5,0,0,54
2019-11-25,82.6,,1012.7,17.0,1.6,0.45,0.0015,53.0,18.0,0.0112,0.0176,5,2,126,17,0,0,126
2019-11-26,75.5,,1027.5,9.4,2.5,0.22999999999999998,0.0015,25.0,9.0,0.0192,0.013000000000000001,3,2,70,8,0,0,70
2019-11-27,81.0,,1022.3,9.0,1.0,0.34,0.0015,53.0,16.0,0.0064,0.024100000000000003,4,2,126,15,0,0,126
2019-11-28,72.5,,1020.0,9.4,2.1,0.34,0.0015,21.0,7.0,0.0145,0.018600000000000002,4,2,62,6,0,0,62
2019-11-29,51.1,,1023.7,7.2,1.6,0.34,0.0015,21.0,6.0,0.0192,0.0158,4,2,62,6,0,0,62
2019-11-30,53.6,,1026.0,8.3,2.0,0.34,0.0015,25.0,7.0,0.0176,0.018600000000000002,4,2,70,6,0,0,70
2019-12-01,63.4,,1024.3,8.3,1.1,0.45,0.0029,59.0,17.0,0.0096,0.0232,5,4,137,16,0,0,137
2019-12-02,87.0,,1007.0,10.0,0.9,0.5599999999999999,0.0015,74.0,26.0,0.0024,0.0315,6,2,156,24,0,0,156
2019-12-03,51.0,,1010.2,13.1,2.8,0.34,0.0029,21.0,6.0,0.0224,0.0158,4,4,62,6,0,0,62
2019-12-04,51.8,,1015.7,11.1,0.8,0.34,0.0029,25.0,8.0,0.0136,0.0213,4,4,70,7,0,0,70
2019-12-05,50.5,,1018.6,10.5,1.5,0.34,0.0029,25.0,7.0,0.0152,0.0213,4,4,70,6,0,0,70
2019-12-06,55.0,,1022.7,8.8,1.6,0.34,0.0015,25.0,7.0,0.0152,0.0176,4,2,70,6,0,0,70
2019-12-07,57.0,,1023.8,8.8,1.8,0.45,0.0015,50.0,11.0,0.0088,0.024100000000000003,5,2,120,10,0,0,120
2019-12-08,57.0,,1023.8,8.8,2.0,0.45,0.0015,46.0,12.0,0.020800000000000003,0.0167,5,2,112,11,0,0,112
2019-12-09,65.1,,1026.0,7.2,2.1,0.34,0.0015,50.0,13.0,0.0145,0.020399999999999998,4,2,120,12,0,0,120
2019-12-10,81.0,,1021.5,11.6,1.8,0.45,0.0015,57.0,17.0,0.0088,0.026000000000000002,5,2,133,16,0,0,133
2019-12-11,78.5,,1014.9,12.7,1.1,0.5599999999999999,0.0015,63.0,20.0,0.0032,0.0269,6,2,145,19,0,0,145
2019-12-12,50.8,,1009.2,11.5,2.1,0.45,0.0015,53.0,15.0,0.0216,0.018600000000000002,5,2,126,14,0,0,126
2019-12-13,53.0,,1024.4,8.2,2.0,0.34,0.0015,30.0,8.0,0.016800000000000002,0.0176,4,2,80,7,0,0,80
2019-12-14,56.5,,1017.1,10.2,1.5,0.45,0.0015,65.0,20.0,0.0088,0.0251,5,2,149,19,0,0,149
2019-12-15,46.5,,1023.6,9.2,5.0,0.34,0.0015,30.0,9.0,0.0272,0.0056,4,2,80,8,0,0,80
2019-12-16,57.5,,1026.7,8.8,0.8,0.45,0.0029,55.0,15.0,0.0073,0.026000000000000002,5,4,130,14,0,0,130
2019-12-17,79.6,,1016.0,8.7,1.3,0.5599999999999999,0.0015,72.0,23.0,0.0048,0.0269,6,2,155,21,0,0,155
2019-12-18,69.5,,1008.8,11.6,1.5,0.67,0.0015,59.0,18.0,0.0088,0.0251,8,2,137,17,0,0,137
2019-12-19,72.8,,1017.1,9.4,1.5,0.45,0.0015,50.0,14.0,0.0112,0.020399999999999998,5,2,120,13,0,0,120
2019-12-20,58.1,,1014.9,11.2,1.5,0.45,0.0015,53.0,14.0,0.0121,0.0176,5,2,126,13,0,0,126
2019-12-21,72.3,,1021.9,8.7,1.5,0.45,0.0015,38.0,10.0,0.0128,0.0158,5,2,95,9,0,0,95
2019-12-22,81.1,,1018.0,7.2,2.0,0.45,0.0015,65.0,19.0,0.0096,0.0149,5,2,149,18,0,0,149
2019-12-23,78.0,,1013.2,7.5,1.5,0.45,0.0029,25.0,7.0,0.0176,0.0213,5,4,70,6,0,0,70
2019-12-24,52.6,,1019.9,7.7,3.3,0.34,0.0015,17.0,5.0,0.024800000000000003,0.0121,4,2,54,5,0,0,54
2019-12-25,55.0,,1024.0,5.9,1.1,0.5599999999999999,0.0015,50.0,12.0,0.0096,0.027800000000000002,6,2,120,11,0,0,120
2019-12-26,67.5,,1012.0,8.4,1.0,0.67,0.0029,68.0,20.0,0.0024,0.0334,8,4,152,19,0,0,152
2019-12-27,64.0,,1001.0,8.2,2.8,0.45,0.0015,25.0,6.0,0.0192,0.013000000000000001,5,2,70,6,0,0,70
2019-12-28,44.0,,1020.9,5.5,3.2,0.34,0.0015,13.0,4.0,0.0264,0.0075,4,2,42,4,0,0,42
2019-12-29,61.5,,1026.2,4.4,1.0,0.34,0.0029,30.0,8.0,0.0224,0.0112,4,4,80,7,0,0,80
2019-12-30,,,,,,0.5599999999999999,0.0029,65.0,19.0,0.0136,0.0167,6,4,149,18,0,0,149
2019-12-31,,,,,,0.5599999999999999,0.0015,68.0,19.0,0.0176,0.0158,6,2,152,18,0,0,152
2020-01-01,,,,,,0.45,0.0015,17.0,5.0,0.028100000000000003,0.0047,5,2,54,5,0,0,54
2020-01-02,,,,,,0.45,0.0015,25.0,7.0,0.0128,0.0158,5,2,70,6,0,0,70
2020-01-03,58.5,,1012.8,7.8,0.5,0.45,0.0015,34.0,9.0,0.0128,0.0158,5,2,87,8,0,0,87
2020-01-04,49.8,,1012.3,8.0,2.0,0.45,0.0015,21.0,6.0,0.0224,0.0121,5,2,62,6,0,0,62
2020-01-05,51.8,,1019.2,5.5,3.6,0.34,0.0015,17.0,5.0,0.0256,0.0075,4,2,54,5,0,0,54
2020-01-06,46.0,,1023.7,8.0,,0.34,0.0015,21.0,7.0,0.0216,0.013000000000000001,4,2,62,6,0,0,62
2020-01-07,64.3,,1023.5,6.1,,0.45,0.0015,50.0,12.0,0.0121,0.0213,5,2,120,11,0,0,120
2020-01-08,90.0,2.1,998.4,5.3,,0.45,0.0015,61.0,17.0,0.008,0.0213,5,2,141,16,0,0,141
2020-01-09,44.1,,1008.0,11.2,,0.34,0.0015,17.0,5.0,0.024100000000000003,0.013000000000000001,4,2,54,5,0,0,54
2020-01-10,57.9,99.0,1014.0,8.6,,0.34,0.0015,30.0,8.0,0.016,0.018600000000000002,4,2,80,7,0,0,80
2020-01-11,65.0,,1013.8,7.4,,0.45,0.0015,50.0,13.0,0.008,0.026000000000000002,5,2,120,12,0,0,120
2020-01-12,68.5,,1010.0,7.7,,0.45,0.0015,59.0,16.0,0.0128,0.018600000000000002,5,2,137,15,0,0,137
2020-01-13,66.0,,1009.1,9.1,,0.5599999999999999,0.0029,65.0,19.0,0.0136,0.0223,6,4,149,18,0,0,149
2020-01-14,68.5,,1018.1,8.9,,0.45,0.0029,42.0,10.0,0.016800000000000002,0.0223,5,4,104,9,0,0,104
2020-01-15,76.0,,1015.0,7.2,,0.45,0.0015,57.0,15.0,0.010400000000000001,0.0223,5,2,133,14,0,0,133
2020-01-16,45.5,,1019.6,7.6,,0.45,0.0015,21.0,6.0,0.02,0.0167,5,2,62,6,0,0,62
2020-01-17,59.0,,1017.9,7.9,,0.45,0.0015,34.0,9.0,0.0136,0.0195,5,2,87,8,0,0,87
2020-01-18,77.6,,1012.0,4.2,,0.34,0.0015,30.0,8.0,0.0216,0.0112,4,2,80,7,0,0,80
2020-01-19,61.0,,1012.5,8.4,,0.34,0.0015,34.0,9.0,0.0216,0.013000000000000001,4,2,87,8,0,0,87
2020-01-20,57.0,,1010.1,8.5,,0.5599999999999999,0.0029,53.0,13.0,0.0073,0.0269,6,4,126,12,0,0,126
2020-01-21,48.1,,1018.2,7.2,,0.45,0.0015,30.0,8.0,0.0264,0.0121,5,2,80,7,0,0,80
2020-01-22,61.0,,1026.7,5.5,,0.45,0.0015,59.0,16.0,0.010400000000000001,0.027800000000000002,5,2,137,15,0,0,137
