Date,humidity,precipitation,pressure,temperature,wind-speed,co,so2,pm25,pm10,o3,no2,aqi_co,aqi_so2,aqi_pm25,aqi_pm10,aqi_o3_1,aqi_no2,AQI_total
2020-01-23,82.0,,1019.5,6.5,,0.67,0.0015,76.0,24.0,0.0024,0.0343,8,2,157,22,0,0,157
2020-01-24,74.5,,1020.4,10.6,,0.5599999999999999,0.0029,70.0,20.0,0.0064,0.030600000000000002,6,4,154,19,0,0,154
2020-01-25,48.8,,1026.1,8.3,,0.34,0.0029,30.0,9.0,0.024800000000000003,0.0121,4,4,80,8,0,0,80
2020-01-26,70.0,,1025.5,6.1,,0.45,0.0015,42.0,10.0,0.02,0.013900000000000001,5,2,104,9,0,0,104
2020-01-27,65.0,,1024.5,5.1,,0.5599999999999999,0.0015,65.0,19.0,0.0064,0.028800000000000003,6,2,149,18,0,0,149
2020-01-28,83.1,,1017.9,4.4,,0.34,0.0015,21.0,5.0,0.016800000000000002,0.013000000000000001,4,2,62,5,0,0,62
2020-01-29,83.0,,1000.0,10.7,,0.34,0.0015,13.0,5.0,0.020800000000000003,0.0149,4,2,42,5,0,0,42
2020-01-30,61.0,,998.7,10.5,,0.45,0.0015,21.0,7.0,0.016,0.0195,5,2,62,6,0,0,62
2020-01-31,40.5,,1003.3,8.8,,0.22999999999999998,0.0015,9.0,3.0,0.0256,0.0075,3,2,29,3,0,0,29
2020-02-01,35.9,,1013.7,8.1,,0.34,0.0015,13.0,4.0,0.0256,0.009300000000000001,4,2,42,4,0,0,42
2020-02-02,36.6,,1020.4,9.4,,0.34,0.0015,17.0,5.0,0.0289,0.0075,4,2,54,5,0,0,54
2020-02-03,52.0,,1015.4,10.0,,0.45,0.0015,55.0,15.0,0.016,0.020399999999999998,5,2,130,14,0,0,130
2020-02-04,50.1,,1017.7,8.9,,0.45,0.0015,30.0,9.0,0.0233,0.0158,5,2,80,8,0,0,80
2020-02-05,41.5,,1010.8,7.1,,0.45,0.0015,42.0,10.0,0.024800000000000003,0.0158,5,2,104,9,0,0,104
2020-02-06,33.0,,1019.9,3.0,,0.22999999999999998,0.0015,13.0,4.0,0.0256,0.006500000000000001,3,2,42,4,0,0,42
2020-02-07,43.5,,1023.6,3.8,,0.45,0.0029,38.0,10.0,0.0136,0.026000000000000002,5,4,95,9,0,0,95
2020-02-08,42.3,,1011.6,6.1,,0.45,0.0015,55.0,14.0,0.0224,0.018600000000000002,5,2,130,13,0,0,130
2020-02-09,38.3,,1014.0,3.8,,0.22999999999999998,0.0015,17.0,5.0,0.0296,0.0047,3,2,54,5,0,0,54
2020-02-10,,,,,,0.45,0.0029,38.0,10.0,0.016800000000000002,0.024100000000000003,5,4,95,9,0,0,95
2020-02-11,,,,,,0.34,0.0015,21.0,6.0,0.0256,0.0112,4,2,62,6,0,0,62
2020-02-12,,,,,,0.45,0.0029,50.0,13.0,0.0152,0.024100000000000003,5,4,120,12,0,0,120
2020-02-13,,,,,,0.5599999999999999,0.0029,76.0,25.0,0.008,0.0362,6,4,157,23,0,0,157
2020-02-14,,,,,,0.67,0.0029,61.0,19.0,0.0064,0.0362,8,4,141,18,0,0,141
2020-02-15,,,,,,0.5599999999999999,0.0029,59.0,18.0,0.0128,0.028800000000000003,6,4,137,17,0,0,137
2020-02-16,,,,,,0.5599999999999999,0.0015,74.0,23.0,0.008,0.020399999999999998,6,2,156,21,0,0,156
2020-02-17,,,,,,0.45,0.0015,42.0,10.0,0.0145,0.013900000000000001,5,2,104,9,0,0,104
2020-02-18,,,,,,0.34,0.0015,17.0,5.0,0.0256,0.010199999999999999,4,2,54,5,0,0,54
2020-02-19,,,,,,0.34,0.0029,25.0,7.0,0.0216,0.0167,4,4,70,6,0,0,70
2020-02-20,,,,,,0.45,0.0029,42.0,11.0,0.0176,0.0213,5,4,104,10,0,0,104
2020-02-21,,,,,,0.34,0.0029,38.0,10.0,0.024100000000000003,0.0167,4,4,95,9,0,0,95
2020-02-22,,,,,,0.45,0.0015,53.0,17.0,0.0216,0.0158,5,2,126,16,0,0,126
2020-02-23,,,,,,0.34,0.0015,42.0,12.0,0.032,0.0056,4,2,104,11,0,0,104
2020-02-24,55.8,,1019.0,12.0,,0.45,0.0015,50.0,15.0,0.0272,0.0121,5,2,120,14,0,0,120
2020-02-25,77.3,,1016.0,10.0,,0.5599999999999999,0.0029,74.0,27.0,0.0136,0.030600000000000002,6,4,156,25,0,0,156
2020-02-26,85.6,,1013.3,8.7,,0.45,0.0015,53.0,14.0,0.0216,0.0149,5,2,126,13,0,0,126
2020-02-27,52.3,,1016.0,7.3,,0.34,0.0015,17.0,5.0,0.0264,0.009300000000000001,4,2,54,5,0,0,54
2020-02-28,54.5,,1021.3,8.8,,0.34,0.0029,21.0,6.0,0.0224,0.0149,4,4,62,6,0,0,62
2020-02-29,63.1,,1017.3,10.2,,0.45,0.0029,46.0,12.0,0.020800000000000003,0.0167,5,4,112,11,0,0,112
2020-03-01,70.3,,1014.4,12.7,,0.34,0.0029,50.0,13.0,0.0289,0.0112,4,4,120,12,0,0,120
2020-03-02,91.0,,1015.9,7.7,,0.34,0.0015,30.0,9.0,0.02,0.013900000000000001,4,2,80,8,0,0,80
2020-03-03,88.6,,1016.0,6.7,,0.34,0.0015,38.0,11.0,0.0128,0.0167,4,2,95,10,0,0,95
2020-03-04,88.0,,1008.3,8.8,,0.34,0.0015,38.0,11.0,0.016800000000000002,0.0158,4,2,95,10,0,0,95
2020-03-05,41.8,,1004.2,9.4,,0.34,0.0015,21.0,7.0,0.0312,0.010199999999999999,4,2,62,6,0,0,62
2020-03-06,36.5,,1015.5,9.2,,0.34,0.0015,34.0,9.0,0.033600000000000005,0.008400000000000001,4,2,87,8,0,0,87
2020-03-07,61.9,,1022.8,7.8,,0.34,0.0015,42.0,11.0,0.0264,0.0121,4,2,104,10,0,0,104
2020-03-08,89.5,,1017.7,7.6,,0.34,0.0015,46.0,11.0,0.0256,0.008400000000000001,4,2,112,10,0,0,112
2020-03-09,76.6,,1015.4,14.0,,0.34,0.0015,30.0,10.0,0.0216,0.0121,4,2,80,9,0,0,80
2020-03-10,94.0,,1001.8,15.2,,0.45,0.0015,42.0,14.0,0.0112,0.0213,5,2,104,13,0,0,104
2020-03-11,50.6,,998.3,16.3,,0.34,0.0029,25.0,7.0,0.0304,0.013000000000000001,4,4,70,6,0,0,70
2020-03-12,42.0,,1018.2,12.2,,0.34,0.0015,25.0,8.0,0.0312,0.009300000000000001,4,2,70,7,0,0,70
2020-03-13,61.5,,1013.4,13.2,,0.45,0.0015,50.0,14.0,0.02,0.020399999999999998,5,2,120,13,0,0,120
2020-03-14,84.8,1.8,1008.2,5.6,,0.34,0.0015,34.0,10.0,0.0256,0.0112,4,2,87,9,0,0,87
2020-03-15,57.3,99.0,1002.8,8.7,,0.34,0.0015,34.0,9.0,0.0289,0.0112,4,2,87,8,0,0,87
2020-03-16,41.5,99.0,1002.0,6.9,,0.34,0.0015,25.0,8.0,0.028100000000000003,0.010199999999999999,4,2,70,7,0,0,70
2020-03-17,40.5,,1012.6,8.7,,0.34,0.0015,30.0,8.0,0.0272,0.013900000000000001,4,2,80,7,0,0,80
2020-03-18,48.6,99.0,1010.0,13.0,,0.45,0.0029,50.0,14.0,0.0224,0.0223,5,4,120,13,0,0,120
2020-03-19,57.3,99.0,1007.5,16.1,,0.34,0.0029,55.0,18.0,0.0264,0.0176,4,4,130,17,0,0,130
2020-03-20,31.5,0.1,997.5,15.5,,0.34,0.0015,25.0,8.0,0.032,0.0075,4,2,70,7,0,0,70
2020-03-21,38.5,,1007.8,15.1,,0.45,0.0029,42.0,13.0,0.028100000000000003,0.013900000000000001,5,4,104,12,0,0,104
2020-03-22,43.0,,1004.3,17.1,,0.45,0.0015,59.0,21.0,0.041600000000000005,0.0121,5,2,137,19,0,0,137
2020-03-23,51.2,99.0,1007.6,10.9,,0.34,0.0015,42.0,12.0,0.0304,0.0121,4,2,104,11,0,0,104
2020-03-24,38.0,99.0,1011.1,8.7,,0.34,0.0015,30.0,8.0,0.032799999999999996,0.0075,4,2,80,7,0,0,80
2020-03-25,44.0,,1016.9,11.0,,0.34,0.0015,30.0,8.0,0.0304,0.013000000000000001,4,2,80,7,0,0,80
2020-03-26,42.5,,1019.0,13.7,,0.45,0.0029,50.0,13.0,0.0216,0.0232,5,4,120,12,0,0,120
2020-03-27,61.0,99.0,1013.0,18.3,,0.45,0.0015,57.0,19.0,0.0264,0.0232,5,2,133,18,0,0,133
2020-03-28,81.0,99.0,1009.0,17.0,,0.34,0.0015,38.0,14.0,0.0304,0.0075,4,2,95,13,0,0,95
2020-03-29,87.5,1.8,1017.0,4.1,,0.34,0.0015,13.0,4.0,0.0264,0.0075,4,2,42,4,0,0,42
2020-03-30,66.0,,1020.5,8.7,2.0,0.34,0.0015,38.0,10.0,0.0224,0.0158,4,2,95,9,0,0,95
2020-03-31,71.0,99.0,1021.0,10.7,2.0,0.45,0.0015,57.0,16.0,0.0145,0.018600000000000002,5,2,133,15,0,0,133
2020-04-01,87.0,0.7,1005.0,12.1,1.6,0.45,0.0015,55.0,18.0,0.0145,0.0158,5,2,130,17,0,0,130
2020-04-02,35.8,0.1,1002.7,14.3,6.0,0.34,0.0015,25.0,8.0,0.0361,0.0056,4,2,70,7,0,0,70
2020-04-03,39.5,,1016.4,14.4,3.0,0.34,0.0015,42.0,12.0,0.032,0.013000000000000001,4,2,104,11,0,0,104
2020-04-04,54.0,,1010.6,16.7,3.6,0.34,0.0029,59.0,19.0,0.0384,0.0121,4,4,137,18,0,0,137
2020-04-05,66.2,99.0,1008.3,11.5,2.5,0.34,0.0015,38.0,10.0,0.0312,0.0075,4,2,95,9,0,0,95
2020-04-06,38.4,99.0,1012.2,12.7,2.5,0.34,0.0015,34.0,10.0,0.033600000000000005,0.010199999999999999,4,2,87,9,0,0,87
2020-04-07,43.0,,1011.3,13.0,2.5,0.34,0.0029,53.0,14.0,0.0361,0.013000000000000001,4,4,126,13,0,0,126
2020-04-08,51.0,,1010.0,15.7,2.5,0.45,0.0029,63.0,21.0,0.041600000000000005,0.0176,5,4,145,19,0,0,145
2020-04-09,57.0,99.0,1012.5,14.0,3.1,0.34,0.0015,50.0,15.0,0.04,0.0121,4,2,120,14,0,0,120
2020-04-10,36.0,99.0,1014.6,11.1,3.6,0.34,0.0015,30.0,8.0,0.0361,0.006500000000000001,4,2,80,7,0,0,80
2020-04-11,37.2,99.5,1015.2,12.1,3.1,0.34,0.0015,25.0,8.0,0.0361,0.006500000000000001,4,2,70,7,0,0,70
2020-04-12,75.5,99.0,1011.0,11.1,2.0,0.34,0.0015,34.0,10.0,0.032799999999999996,0.0056,4,2,87,9,0,0,87
2020-04-13,91.0,3.8,992.0,8.8,4.1,0.22999999999999998,0.0015,13.0,4.0,0.032,0.006500000000000001,3,2,42,4,0,0,42
2020-04-14,38.0,0.6,1001.9,11.2,5.1,0.34,0.0015,21.0,7.0,0.0352,0.006500000000000001,4,2,62,6,0,0,62
2020-04-15,43.0,,1009.0,15.0,3.0,0.34,0.0015,38.0,10.0,0.0312,0.013900000000000001,4,2,95,9,0,0,95
2020-04-16,60.9,99.5,1014.0,12.6,3.0,0.34,0.0015,50.0,16.0,0.0352,0.009300000000000001,4,2,120,15,0,0,120
2020-04-17,58.0,99.0,1022.2,14.0,2.5,0.34,0.0029,34.0,11.0,0.032,0.0112,4,4,87,10,0,0,87
2020-04-18,88.5,4.5,1004.0,13.8,3.0,0.34,0.0015,25.0,11.0,0.0304,0.0112,4,2,70,10,0,0,70
2020-04-19,52.5,,1009.4,14.9,2.5,0.34,0.0015,17.0,6.0,0.0344,0.0056,4,2,54,6,0,0,54
2020-04-20,84.0,0.8,1007.7,10.3,2.0,0.34,0.0015,21.0,6.0,0.024800000000000003,0.0121,4,2,62,6,0,0,62
2020-04-21,70.0,,1004.1,16.3,1.5,0.5599999999999999,0.0015,42.0,12.0,0.0192,0.024100000000000003,6,2,104,11,0,0,104
2020-04-22,60.5,99.0,1002.0,14.0,1.5,0.34,0.0015,38.0,13.0,0.028100000000000003,0.010199999999999999,4,2,95,12,0,0,95
2020-04-23,47.5,99.0,1006.1,13.0,2.0,0.34,0.0015,25.0,7.0,0.032799999999999996,0.009300000000000001,4,2,70,6,0,0,70
2020-04-24,46.0,99.0,1008.1,12.2,2.5,0.34,0.0015,21.0,6.0,0.0312,0.008400000000000001,4,2,62,6,0,0,62
2020-04-25,50.1,99.5,1014.3,15.1,3.5,0.34,0.0015,30.0,9.0,0.04,0.008400000000000001,4,2,80,8,0,0,80
2020-04-26,47.2,,1010.5,19.2,4.5,0.34,0.0029,57.0,18.0,0.049600000000000005,0.0047,4,4,133,17,0,0,133
2020-04-27,68.9,0.2,1014.0,13.7,2.0,0.34,0.0015,42.0,13.0,0.041600000000000005,0.010199999999999999,4,2,104,12,0,0,104
2020-04-28,74.0,99.0,1016.0,13.8,1.5,0.34,0.0015,46.0,13.0,0.033600000000000005,0.013900000000000001,4,2,112,12,0,0,112
2020-04-29,56.7,,1016.0,16.8,2.5,0.34,0.0029,46.0,12.0,0.0361,0.009300000000000001,4,4,112,11,0,0,112
2020-04-30,60.0,,1016.2,18.8,1.7,0.45,0.0015,65.0,22.0,0.0465,0.013900000000000001,5,2,149,20,0,0,149
2020-05-01,59.7,99.0,1012.0,20.5,3.1,0.34,0.0015,61.0,20.0,0.0465,0.0075,4,2,141,19,0,0,141
2020-05-02,64.6,,1011.0,21.9,2.5,0.34,0.0029,93.0,39.0,0.0368,0.013000000000000001,4,4,167,36,0,0,167
2020-05-03,65.8,,1012.0,21.1,4.0,0.34,0.0029,72.0,25.0,0.033600000000000005,0.006500000000000001,4,4,155,23,0,0,155
2020-05-04,79.0,99.0,1006.2,20.0,2.0,0.34,0.0015,34.0,12.0,0.032,0.006500000000000001,4,2,87,11,0,0,87
2020-05-05,69.9,99.0,1007.4,21.1,2.2,0.34,0.0015,34.0,11.0,0.033600000000000005,0.006500000000000001,4,2,87,10,0,0,87
2020-05-06,81.6,1.9,1010.0,16.5,1.5,0.34,0.0015,25.0,10.0,0.0264,0.006500000000000001,4,2,70,9,0,0,70
2020-05-07,48.0,99.0,1011.6,17.2,3.0,0.22999999999999998,0.0015,21.0,7.0,0.0361,0.006500000000000001,3,2,62,6,0,0,62
2020-05-08,43.5,99.0,1019.1,17.2,2.5,0.22999999999999998,0.0015,34.0,10.0,0.033600000000000005,0.010199999999999999,3,2,87,9,0,0,87
2020-05-09,59.2,99.0,1016.1,19.0,3.0,0.22999999999999998,0.0015,34.0,10.0,0.0361,0.0056,3,2,87,9,0,0,87
2020-05-10,78.0,99.0,1002.3,22.3,3.5,0.22999999999999998,0.0015,25.0,10.0,0.0256,0.0038,3,2,70,9,0,0,70
2020-05-11,75.0,99.5,1000.6,23.3,2.0,0.34,0.0015,38.0,14.0,0.024800000000000003,0.010199999999999999,4,2,95,13,0,0,95
2020-05-12,67.0,99.0,1003.5,22.2,1.8,0.34,0.0015,46.0,16.0,0.033600000000000005,0.010199999999999999,4,2,112,15,0,0,112
2020-05-13,44.0,99.0,1003.6,22.9,1.5,0.34,0.0029,63.0,24.0,0.0376,0.010199999999999999,4,4,145,22,0,0,145
2020-05-14,35.1,99.0,1015.0,21.6,2.5,0.34,0.0015,42.0,13.0,0.039200000000000006,0.009300000000000001,4,2,104,12,0,0,104
2020-05-15,42.5,,1017.0,22.5,2.5,0.34,0.0029,50.0,16.0,0.041600000000000005,0.0121,4,4,120,15,0,0,120
2020-05-16,78.8,99.0,1008.7,19.1,2.6,0.34,0.0015,34.0,12.0,0.0368,0.0075,4,2,87,11,0,0,87
2020-05-17,62.5,0.4,1002.0,23.5,1.8,0.34,0.0029,42.0,13.0,0.032799999999999996,0.006500000000000001,4,4,104,12,0,0,104
2020-05-18,81.1,0.1,1007.3,20.0,1.0,0.34,0.0015,46.0,17.0,0.0272,0.0121,4,2,112,16,0,0,112
2020-05-19,85.8,1.6,998.3,18.8,2.0,0.34,0.0015,13.0,6.0,0.0272,0.008400000000000001,4,2,42,6,0,0,42
2020-05-20,79.2,0.5,1006.3,13.8,1.6,0.34,0.0015,13.0,4.0,0.02,0.0075,4,2,42,4,0,0,42
2020-05-21,80.0,99.0,1014.7,13.8,0.8,0.34,0.0015,25.0,9.0,0.016,0.010199999999999999,4,2,70,8,0,0,70
2020-05-22,79.5,99.0,1016.9,16.1,1.1,0.34,0.0015,25.0,10.0,0.020800000000000003,0.009300000000000001,4,2,70,9,0,0,70
2020-05-23,75.2,,1013.9,19.4,1.3,0.34,0.0015,21.0,8.0,0.024800000000000003,0.008400000000000001,4,2,62,7,0,0,62
2020-05-24,65.5,,1013.5,21.5,2.3,0.34,0.0015,21.0,9.0,0.0344,0.0075,4,2,62,8,0,0,62
2020-05-25,64.0,,1009.0,22.0,1.8,0.34,0.0015,25.0,10.0,0.032,0.009300000000000001,4,2,70,9,0,0,70
2020-05-26,76.3,99.0,1006.6,21.6,1.0,0.34,0.0029,38.0,14.0,0.0224,0.0176,4,4,95,13,0,0,95
2020-05-27,71.0,99.0,1002.0,22.1,0.8,0.34,0.0029,50.0,16.0,0.033600000000000005,0.0112,4,4,120,15,0,0,120
2020-05-28,56.0,99.0,1005.9,20.8,2.0,0.34,0.0015,42.0,13.0,0.0376,0.0112,4,2,104,12,0,0,104
2020-05-29,56.5,99.0,1012.1,21.8,1.6,0.34,0.0015,34.0,11.0,0.0376,0.009300000000000001,4,2,87,10,0,0,87
2020-05-30,63.1,,1017.7,22.6,2.3,0.34,0.0015,42.0,14.0,0.032,0.010199999999999999,4,2,104,13,0,0,104
2020-05-31,65.0,99.0,1017.0,22.0,2.7,0.22999999999999998,0.0015,30.0,10.0,0.032799999999999996,0.006500000000000001,3,2,80,9,0,0,80
2020-06-01,82.5,0.4,1010.8,20.0,1.5,0.34,0.0015,30.0,11.0,0.024100000000000003,0.013000000000000001,4,2,80,10,0,0,80
2020-06-02,78.0,99.5,1005.3,23.1,1.8,0.34,0.0015,38.0,14.0,0.0216,0.013000000000000001,4,2,95,13,0,0,95
2020-06-03,69.6,99.0,1004.4,24.1,1.5,0.34,0.0015,55.0,19.0,0.0368,0.0121,4,2,130,18,0,0,130
2020-06-04,73.6,99.0,1004.5,24.0,1.6,0.45,0.0029,82.0,36.0,0.04,0.0121,5,4,161,33,0,0,161
2020-06-05,68.5,99.0,1003.7,25.0,3.0,0.34,0.0029,70.0,30.0,0.04,0.013000000000000001,4,4,154,28,0,0,154
2020-06-06,70.0,99.5,1005.0,25.0,1.5,0.34,0.0015,72.0,31.0,0.041600000000000005,0.009300000000000001,4,2,155,29,0,0,155
2020-06-07,56.5,0.7,1008.0,23.1,2.0,0.34,0.0015,50.0,17.0,0.0368,0.0056,4,2,120,16,0,0,120
2020-06-08,68.0,99.0,1014.6,23.8,2.5,0.34,0.0029,50.0,18.0,0.033600000000000005,0.009300000000000001,4,4,120,17,0,0,120
2020-06-09,61.0,,1017.0,26.0,3.0,0.34,0.0015,55.0,21.0,0.033600000000000005,0.0112,4,2,130,19,0,0,130
2020-06-10,61.5,99.0,1013.2,26.1,4.6,0.22999999999999998,0.0015,38.0,12.0,0.0296,0.0075,3,2,95,11,0,0,95
2020-06-11,76.0,99.0,1005.5,25.1,3.6,0.22999999999999998,0.0015,17.0,10.0,0.0136,0.0047,3,2,54,9,0,0,54
2020-06-12,74.7,0.1,1003.0,27.2,2.3,0.22999999999999998,0.0015,30.0,13.0,0.0152,0.008400000000000001,3,2,80,12,0,0,80
2020-06-13,89.0,1.1,1005.8,22.2,1.8,0.34,0.0015,21.0,10.0,0.0184,0.0112,4,2,62,9,0,0,62
2020-06-14,87.0,0.3,1003.5,22.5,1.5,0.45,0.0015,50.0,18.0,0.016,0.0121,5,2,120,17,0,0,120
2020-06-15,74.0,0.3,998.0,27.0,2.5,0.45,0.0029,53.0,20.0,0.0192,0.0149,5,4,126,19,0,0,126
2020-06-16,61.0,99.0,999.0,26.1,3.1,0.34,0.0015,55.0,20.0,0.040799999999999996,0.009300000000000001,4,2,130,19,0,0,130
2020-06-17,58.9,99.0,1004.0,24.0,3.0,0.22999999999999998,0.0015,38.0,12.0,0.0361,0.009300000000000001,3,2,95,11,0,0,95
2020-06-18,73.2,99.5,1005.0,22.7,1.9,0.34,0.0015,46.0,16.0,0.0296,0.0112,4,2,112,15,0,0,112
2020-06-19,90.9,1.0,999.6,19.1,2.3,0.34,0.0015,21.0,9.0,0.0361,0.010199999999999999,4,2,62,8,0,0,62
2020-06-20,65.0,99.5,1004.1,24.0,3.0,0.34,0.0015,25.0,9.0,0.0344,0.008400000000000001,4,2,70,8,0,0,70
2020-06-21,77.5,99.0,1009.4,22.4,2.0,0.34,0.0015,30.0,11.0,0.0264,0.006500000000000001,4,2,80,10,0,0,80
2020-06-22,88.9,1.8,1007.5,20.0,3.5,0.22999999999999998,0.0015,30.0,11.0,0.0192,0.008400000000000001,3,2,80,10,0,0,80
2020-06-23,79.8,0.4,1007.9,23.4,2.0,0.34,0.0029,25.0,10.0,0.028100000000000003,0.0121,4,4,70,9,0,0,70
2020-06-24,79.9,99.0,1011.0,22.8,2.0,0.34,0.0015,38.0,14.0,0.0192,0.010199999999999999,4,2,95,13,0,0,95
2020-06-25,85.5,99.0,1007.4,21.4,1.5,0.34,0.0015,25.0,10.0,0.0145,0.0112,4,2,70,9,0,0,70
2020-06-26,77.2,99.0,1002.7,26.3,1.5,0.45,0.0015,59.0,26.0,0.0121,0.0158,5,2,137,24,0,0,137
2020-06-27,77.6,99.0,1002.6,26.2,1.5,0.45,0.0029,72.0,37.0,0.0296,0.0149,5,4,155,34,0,0,155
2020-06-28,84.4,2.0,1000.0,23.8,1.5,0.34,0.0015,25.0,10.0,0.032799999999999996,0.008400000000000001,4,2,70,9,0,0,70
2020-06-29,63.0,,1004.7,25.5,2.0,0.34,0.0015,34.0,12.0,0.0312,0.009300000000000001,4,2,87,11,0,0,87
2020-06-30,82.5,99.0,1003.5,25.2,3.0,0.34,0.0015,42.0,20.0,0.0256,0.008400000000000001,4,2,104,19,0,0,104
2020-07-01,83.5,0.2,1000.3,25.9,5.1,0.22999999999999998,0.0015,25.0,16.0,0.0145,0.0038,3,2,70,15,0,0,70
2020-07-02,60.0,1.4,1005.0,26.9,3.5,0.34,0.0015,42.0,15.0,0.0368,0.0075,4,2,104,14,0,0,104
2020-07-03,72.0,99.0,1012.5,25.0,1.5,0.34,0.0029,42.0,15.0,0.0216,0.013900000000000001,4,4,104,14,0,0,104
2020-07-04,83.5,4.5,1003.5,23.6,2.5,0.22999999999999998,0.0015,21.0,9.0,0.0136,0.0075,3,2,62,8,0,0,62
2020-07-05,79.0,0.4,1004.1,25.6,2.5,0.34,0.0015,38.0,17.0,0.0264,0.006500000000000001,4,2,95,16,0,0,95
2020-07-06,82.7,0.7,1006.8,25.5,3.6,0.22999999999999998,0.0015,17.0,10.0,0.0096,0.0056,3,2,54,9,0,0,54
2020-07-07,79.9,99.0,1005.3,27.7,4.1,0.22999999999999998,0.0015,25.0,17.0,0.0064,0.0038,3,2,70,16,0,0,70
2020-07-08,78.0,99.0,1003.2,26.2,3.6,0.22999999999999998,0.0015,21.0,13.0,0.016,0.0056,3,2,62,12,0,0,62
2020-07-09,84.1,1.0,1007.8,24.5,3.0,0.22999999999999998,0.0015,17.0,9.0,0.0121,0.010199999999999999,3,2,54,8,0,0,54
2020-07-10,83.5,99.5,1009.3,25.8,3.5,0.22999999999999998,0.0015,25.0,12.0,0.0056,0.009300000000000001,3,2,70,11,0,0,70
2020-07-11,78.0,99.0,1003.8,27.5,4.6,0.22999999999999998,0.0015,34.0,17.0,0.0088,0.0047,3,2,87,16,0,0,87
2020-07-12,74.0,1.9,1001.8,26.6,2.1,0.22999999999999998,0.0015,30.0,13.0,0.024800000000000003,0.0047,3,2,80,12,0,0,80
2020-07-13,82.0,0.4,1008.9,21.6,2.1,0.34,0.0015,25.0,10.0,0.024800000000000003,0.010199999999999999,4,2,70,9,0,0,70
2020-07-14,88.0,99.5,1000.0,23.0,2.0,0.34,0.0015,25.0,11.0,0.0121,0.013900000000000001,4,2,70,10,0,0,70
2020-07-15,90.0,0.2,998.3,21.1,2.0,0.34,0.0015,17.0,8.0,0.0121,0.010199999999999999,4,2,54,7,0,0,54
2020-07-16,80.0,0.3,1004.8,21.6,2.0,0.34,0.0029,21.0,8.0,0.0136,0.009300000000000001,4,4,62,7,0,0,62
2020-07-17,89.2,0.5,1009.0,20.0,2.0,0.34,0.0015,25.0,10.0,0.0088,0.0121,4,2,70,9,0,0,70
2020-07-18,92.5,1.2,1009.7,21.2,1.5,0.34,0.0029,17.0,8.0,0.0064,0.013000000000000001,4,4,54,7,0,0,54
2020-07-19,81.5,99.0,1009.0,24.7,1.6,0.34,0.0015,38.0,15.0,0.024800000000000003,0.010199999999999999,4,2,95,14,0,0,95
2020-07-20,76.4,99.0,1009.5,26.9,1.5,0.34,0.0015,55.0,20.0,0.032,0.013000000000000001,4,2,130,19,0,0,130
2020-07-21,79.5,99.0,1010.0,25.7,1.5,0.34,0.0029,42.0,19.0,0.016,0.0149,4,4,104,18,0,0,104
2020-07-22,83.8,99.0,1006.6,26.6,1.8,0.34,0.0015,46.0,20.0,0.016800000000000002,0.0121,4,2,112,19,0,0,112
2020-07-23,92.3,0.6,1006.8,23.5,1.5,0.34,0.0015,25.0,10.0,0.0192,0.010199999999999999,4,2,70,9,0,0,70
2020-07-24,86.2,99.0,1008.3,25.5,1.2,0.45,0.0029,53.0,22.0,0.0264,0.013900000000000001,5,4,126,20,0,0,126
2020-07-25,92.0,0.7,1010.0,25.5,1.5,0.34,0.0015,34.0,19.0,0.008,0.0112,4,2,87,18,0,0,87
2020-07-26,89.0,0.8,1013.4,25.9,2.4,0.22999999999999998,0.0015,17.0,9.0,0.0088,0.006500000000000001,3,2,54,8,0,0,54
2020-07-27,80.5,0.4,1012.7,27.0,3.2,0.22999999999999998,0.0015,21.0,10.0,0.0088,0.009300000000000001,3,2,62,9,0,0,62
2020-07-28,80.9,99.0,1008.5,27.0,2.5,0.34,0.0015,34.0,17.0,0.0064,0.0112,4,2,87,16,0,0,87
2020-07-29,83.0,99.0,1011.9,23.3,2.5,0.22999999999999998,0.0015,17.0,7.0,0.0152,0.008400000000000001,3,2,54,6,0,0,54
2020-07-30,79.5,99.0,1014.0,23.8,1.6,0.34,0.0015,30.0,12.0,0.016800000000000002,0.010199999999999999,4,2,80,11,0,0,80
2020-07-31,81.8,99.0,1010.8,25.5,1.5,0.45,0.0029,55.0,22.0,0.0136,0.018600000000000002,5,4,130,20,0,0,130
2020-08-01,73.9,99.0,1010.6,26.6,2.5,0.34,0.0015,25.0,10.0,0.0264,0.0075,4,2,70,9,0,0,70
2020-08-02,70.0,99.0,1012.1,27.0,2.0,0.34,0.0029,25.0,11.0,0.020800000000000003,0.0056,4,4,70,10,0,0,70
2020-08-03,67.8,,1012.4,27.5,2.1,0.34,0.0029,34.0,15.0,0.0216,0.0121,4,4,87,14,0,0,87
2020-08-04,71.0,99.0,1013.6,28.4,2.5,0.34,0.0015,38.0,17.0,0.0216,0.010199999999999999,4,2,95,16,0,0,95
2020-08-05,72.0,99.0,1015.0,29.4,2.5,0.22999999999999998,0.0015,53.0,22.0,0.016800000000000002,0.010199999999999999,3,2,126,20,0,0,126
2020-08-06,72.0,99.0,1012.0,28.8,3.0,0.22999999999999998,0.0015,61.0,30.0,0.0136,0.009300000000000001,3,2,141,28,0,0,141
2020-08-07,66.7,,1006.2,30.5,2.6,0.22999999999999998,0.0029,68.0,30.0,0.0192,0.009300000000000001,3,4,152,28,0,0,152
